user,tweet,sentimen
MrPranatama,"Rangorang maunya yang tegas, tolak korupsi ya harusnya tolak korupsi. Tolak RKUHP ya tolak aja, ga usah banyak gaya pake istilah penundaan. Maunya rangorang sih presiden melawan politisi dg tegas dan vulgar.",negatif
mrizqyys,"rame2 onok orasi nang upn 
""sangar ngenee melu melu tolak RUU KPK RKUHP dll"" batinku.

Tibake ngrengek njaluk dienekno LKMM.
oalah oalah",negatif
mriz97,"Ramai Ditolak, Beda Sikap Jokowi Soal RKUHP dan RUU KPK https://t.co/yekSplyHjj",negatif
MrAYYA420,"Rakyat melihat
UU KPK, karena kepentingan
RUU KUHP, karena pencitraan

Karena niat baik? Zonkkkkk....

Jokowi Tunda RKUHP, Gerindra: Cabut Juga UU KPK, Tunda RUU PAS https://t.co/wTlFXcKEjE",negatif
MrAtodeZee,"Rakyat itu mau RKUHP, RUUPKS, dll ditolak, bukan ditunda.
Takutnya kecolongan Kaya MD3 sebelumnya, Kan Kalo udah sebulan auto di-sah-kan hmmm
Aksi lagi ini mah di MK.",negatif
Mpie_luv15,"Push Terus, Jangan Hanya Ditunda Batalkan Sekalian RKUHP di Sidang Paripurna. #SemuaBisaKena - Tandatangani Petisi! https://t.co/q4iCrCa7us via @ChangeOrg_ID",negatif
mozvaka,"Pupi banget kompastv live demo tolak rkuhp, tapi yg muncul suaranya kapolri nyeritain bentrok di papua 🙂",negatif
moya_shiro,"Punya Almamater bukannya gerak pas kemaren tunda RKUHP, ini malah geraknya pas tunda RUU PKS.",negatif
motoryk,Puluhan Mahasiswa dari OMPI Sulsel Serukan Aksi Tolak RKUHP dan RUU KPK https://t.co/1hg9Ns41M9 https://t.co/73yV56H4Jq,negatif
moonravenclaw,"PSA to all my moots RKUHP ditolak presiden don't mean SHIT Karena waktu di rapat pembahasan aid-nya sudah tanda tangan persetujuan atas nama eksekutif,,, Kita bukan amerika yang tanda-tangan presiden atau lack thereof bisa ngecancel suatu peraturan,,,",negatif
modelink86,"Presiden dan DPR kan hanya membatalkan pengesahan RKUHP besok tapi belum ditolak. Jadi jangan sampai lengah, awas digocek!

#ReformasiButuhRevolusi",negatif
mochiiaiskrim_,"Presiden @Jokowi, TOLAK!
#SemuaBisaKena #DemokrasiDikorupsi
#MosiTidakPercaya
https://t.co/EQTZCpTQs5",negatif
minhoelogy,Potongan clip provokatif picisan mulai bergentayangan di jagad medsos tunggangi gerakan mahasiswa dmontran tolak revisi RUU KPK &amp; RKUHP.  saya percaya mahasiswa lebih cerdas dan cermat #HidupMahasiswa  #HIDUPRAKYATINDONESIA  #JokowiMendengarRakyat https://t.co/NZ0C4xI2cO,negatif
milvayeni,"politik seru juga ya guys
tapi boong
dpr gblk
rkuhp apalagi.
#TolakRKUHP",negatif
miluvchin,Polisi: demo tolak RKUHP ricuh disusupi kelompok lain - ANTARA News Bangka Belitung https://t.co/pgQeNQebkO,negatif
Millenial_08,Polisi Cegat Pelajar Sulsel Demo Tolak RKUHP https://t.co/snOC1YEWiN,negatif
mikk08808,"Polemik kemaren
Mahasiswa : kita demo untuk tolak RKUHP
Anggota DPR : yasudah kita turunkan saja Jokowi.  Berani gak? 

Gue : wait,  gimana? Anda yg di protes kok melimpahkan ke presiden.  What the heck.",negatif
MickeyScreaming,"please for those yg ikut demo, stay safe. jangan sampai ruu rkuhp itu disahkan",negatif
miayohesti,"PKC PMII Lampung menuntut Tolak Hasil Revisi UU KPK dan RKUHP, senin 23sept2019
Jangan biarkan Demokrasi kita dikebiri ✊ https://t.co/fmHRe4EfdD",negatif
miawz_,Pk @jokowi tolong tolak #RKUHP,negatif
miaridho,"Pimpinan DPR: RKUHP karya anak bangsa kok ditolak?
So Culun: Emangnya apapun bentuknya kalau hasil karya anak bangsa itu hrs diterima?
.... Mana yg goublok tuh?",negatif
mia_natasia,"Pikiran anak anak ini mungkin terinspirasi ucapan @ustadtengkuzul 

Alasan Pelajar Demo Tolak RKUHP: Masa Istri Sendiri Diperkosa Tak Boleh? https://t.co/Ph0Z4lI2mV",negatif
mhpanjip,"Photo ini mendadak viral. Banyak yg nyinyir menilai gak pantas cewe berhijab ngerokok. 
Ente setuju klu RKHUP harus ditolak krn terlalu banyak ngantur kebebasan pribadi org. Lha, nyinyirin photo ini apa gak sama reseknya dgn RKUHP? https://t.co/1J2SERWKrl",negatif
mhmdsy__,"Peserta aksi unjuk rasa yang menolak pengesahan RKUHP dan RUU KPK, pada Selasa (24/9) berakhir ricuh dengan aparat kepolisian.

Aparat yang terus mendorong massa mundur menggunakan gas air mata, sebabkan korban berjatuhan. 
#TolakRUUKUHP 
#ReformasiDikorupsi 
#HidupMahasiswa https://t.co/9TBbiB9XPK",negatif
mhmdrizkyfeb,"-Peserta aksi bernama Imran-

Keadilan bagaimana?
Ya itu, tolak RKUHP.

Terus apa lagi?
Masak, istri sendiri diperkosa nggak boleh, di mana adilnya.

Masih tolak RUU PKS? bangsat gw marah.

https://t.co/QuOAW7P9nj",negatif
mhd_syukri25,"Pertanyaan Siti Badriah dalam lagu ini menemukan jawabannya dalam RKUHP yang lagi diperbincangkan. 

#tolakpasalbermasalah #RKUHPNgawur 
#melanggarhukum

https://t.co/mCCerCmtpX",negatif
MHasyimAshari15,"Pertanyaan nya, sudahkah para Anggota Dewan melibatkan para pakar hukum untuk membicarakan RKUHP agar tidak menimbulkan dampak sosial yang sangat besar? #TolakRUUKUHP",negatif
mey_inez,perjuangin penolakan RKUHP dan pendesakan disahkannya RUU PKS yg mencakup pemenuhan hak2 wanita tapi kok mulutnya masih minta digampar. bodo amat kemarin gue pelototin satu2 yg masih pada begitu. kontol.,negatif
metro24_co,"Perihal kabut kami anda tdk gusar wahai putra/i ibukota. Wkt jakarta padam ributnya luarbiasa.
Begitu koar2 dr yg mrsa kurang dprhtukan ttg bencana.

Tp igt manteman, disana yg mendekati akses utk bersuara mrk.
Mrk berjuang dgn brhdir utk demo tolak rancangan RKUHP dan revisi KPK",negatif
Merrybasril,"Peraturan RKUHP ttg mempejarakan korban pemerkosaan yang menggur kandungan nya akan mengakibatkan tindakan bunuh diri
Korban yang menggugurkan kandunganya bertujuan untuk meringankan beban nya
Korban sudah terluka secara fisik maupun mental
PIKIR PAKAI LOGIKA
#TolakRUUKUHP https://t.co/qBtQ6JLJ9I",negatif
menoIaklupa,"Penundaan pembahasan RKUHP itu cuman prank ala Jokowi aja. Toh RKUHP tetap juga akan dibahas oleh anggota DPR yang baru.

#TolakRKUHP #RKUHPNgawur",negatif
menjelajahindo1,"Penundaan itu hanya untuk meninabobokan gerakan &amp; konsentrasi Rakyat. Jgn terbuai. Pelajaran kita ad pd di sukanya #UUKPK, katanya menolak tp menit terakhir mendukung. #tetapbergerak. -&gt; KontraS: Tak Ada Puja Puji untuk Jokowi Tunda RKUHP https://t.co/Wo9oCSngHG",negatif
menjadiastronot,"PENUNDAAN HANYA TAKTIK
Agar dapat dengan mudah di LOLOSKAN kemudian hari... 

mari berkaca
2017 Pemerintah dan DPR
berencana MERIVISI UU KPK
karena banyaknya PENOLAKAN, 
akhirnya di tunda

2019
Apa yg terjadi dengan RUU KPK

SUDAHLAH
#SaatnyaPeoplePower

 https://t.co/3ug0L2SebY",negatif
menghanyurkan,"Penundaan #RKUHP itu kabar baik atau bukan?

Jawabannya adalah, Bukan.

Penundaan yang dilontarkan saat ini ibarat pengantin yang udah duduk manis depan penghulu, udah sama sama suka, tapi pas mau ijab salah satu mempelainya kebelet pipis. Jadi ditunda bentar.",negatif
Mendingkamudiam,"Penolakanmu terhadap pengesahan RUU KPK ditolak, penolakanmu terhadap RKUHP juga belum mendekati disetujui. Kemudian kau menolak lagi RUU PERTANAHAN dan RUU SISTEM BUDIDAYA PERTANIAN.",negatif
MENARAnews,"penolakan Revisi UU KPK dan Penolakan terhadap RKUHP itu setara. Satu mengebiri KPK, satu mengbiri hak individu. 

Nolak jangan nanggung2 Pak @jokowi keduanya haru ditolak. 

Selamatkan KPK, terbitkan perppu untuk berlakukan UU yg sebelumnya.",negatif
Melinda17172,"Pengesahan RKUHP hanya ditunda bukan ditolak.
Baiklah😒😒😒",negatif
melaniwi_,"Pengesahan RKUHP ditunda sampai semua Mahasiswa tidur, kan disahin nya tengah malem 😝 #MahasiswaHarusBergerak #Mahasiswakegocek",negatif
MelaniAulia,"Pengesahan RKUHP ditunda lagi ke periode DPR selanjutnya, makin makin lah. Nanti dibahas lagi dari Pasal 1, bertahun tahun lagi ga kelar wacana dekolonisasi WvS. Padahal dulu prof suka curcol pas kuliah, guru besar pidana pada lembur pas pembahasan KUHP dari tahun tahun lalu.",negatif
mejiksyop,"Pengen upload demo mahasiswa tapi takutnya bukan jadi solusi malah manas manasin situasi.
Intinya kami mendukung penolakan RKUHP yg terkesan konyol itu.
Tolong DPR jangan ngelawak.
#tolakrkuhp @ 서울랜드 https://t.co/P1xE7GUXey",negatif
meilintoenk,pengen mengabaikan orang orang yang masih ngedukung rkuhp dan gak ngedukung aksi mahasiswa tapi gabisa. dasar goblok bangsat anjing musnah kau babi.,negatif
Meihap_mei,"Pengen liat aliansi suporter seluruh indonesia bersatu tolak RKUHP, sebenernya juga d sepakbola khususnya suporter tidak melibatkan/terikat politik si.",negatif
meieyh,"pengen ikutan demo soal tolak RUU sama RKUHP ngawur , baru inget gw belum jadi mahasiswa",negatif
MeidyCast,"pengen ikut konvoi aksi tolak RKUHP, tapi baru inget tugas banyaknya na'udzubillah https://t.co/OSbxo0kYBL",negatif
Mega0694,"Pengecut bgt si, udh ngerasa terpojok mainnya ngancem ngasi sanksi pidana ke rektor, biar pihak kampus ngelarang mahasiswa buat demo, sementara ntr situ diem"" ketok palu sah in RKUHP.",negatif
meeuuung,"PENGAMANAN GEDUNG DPR DITINGKATKAN TERKAIT DEMO TOLAK RKUHP.
https://t.co/udsk4TQUPK",negatif
mediumaja,"Penasaran sm para manusia (eh emg manusia y?) yg di dlm gedung, panik g si mereka?punya malu g si mereka?seingin itukah melakukan korupsi hingga KPK kalian buat lemah?mereka g mikir apa klo isi RKUHP nya se tdk masuk akal itu? 
#TolakRUUKUHP #TolakRKUHP 
https://t.co/10XXPUF2LL",negatif
MCxYJ,"Pemerintah berbusa-busa menyerukan revolusi industri 4.0 ala abad 21. Tapi, RKUHP hanya menunjukkan bahwa mereka ingin kembali ke abad 14 #TolakRKUHP #GejayanMemanggil",negatif
mbudiman1982,"Pemabakaran Hutan, Tragedi di Wamena, Demo Tolak RKUHP dan masih banyak lagi 

TANAH AIRKU LAGI BERSUSAH HATI :’( https://t.co/a5ce2sNbEY",negatif
MbojoFarid,"Pelajar tergerak krn melihat polisi menindas mahasiswa, biarpun blm tau banyak soal RKUHP tp solidaritas it's number one. Polisi yg tertindas seakan yg paling tersakiti yg diberitakan oleh media, padahal mereka yg memulai penindasan. Anggap aja karma😂
#pelajarmelawan
#TolakRKUHP",negatif
mblebeg,"Pelajar bogor tolak RKUHP
#STMmelawan https://t.co/VjCtbyKM0d",negatif
mbgamulya,"Pejabat publik seharusnya tidak diberi banyak privilege dari kemungkinan untuk menjadi sorotan. Sebagai orang yang hidupnya dibiayai uang pajak rakyat, ia harus jauh lebih terbuka untuk dikritik --termasuk dengan nada keras sekalipun.
#TolakRKUHP #SaveKPK
https://t.co/AyPcGB5DGI https://t.co/LKUCPtkjnk",negatif
mbek_X,"Pejabat DPR jadi jago banget stand up komedi, sampe RKUHP di bikin lawakan  😂 #TolakRKUHP",negatif
MayHera,"Pasca terjadinya kericuhan mengenai RKUHP antara para Mahasiswa dengan Kepolisian, kawasan Senayan sempat mencekam. Bagaimana kondisinya saat itu? Simak kumpulan foto dari Nawala Karsa berikut ini.

https://t.co/ly4G5LNhWY",negatif
maximvs09,"Pasal: Wartawan Dilarang Kritik Presiden.... 

#RKUHP #TolakRKUHP #IJTIJabar #Wartawan #DPR
https://t.co/t0wUKTnv8y lewat @Notif Indonesia",negatif
Maximodeus,"Pasal Zina dan Kumpul Kebo di RKUHP, Didukung MUI Ditolak YLBHI https://t.co/zktgV8Zlxw https://t.co/IdxnjhXXrO",negatif
matchstickthief,"Pasal 34 UUD 1945 : ""Fakir/Miskin dan anak terlantar dipelihara negara..."".
RKUHP : ""Gelandangan yang mengganggu ketertiban umum di denda/dihukum"". - mereka mengganggu ketertiban umum karena tidak dipelihara?...
#TolakRKUHP",negatif
mastbagust,"pas demo ada substansi yang harus diketahui jangan asal labrak kami demo buat nurunin presiden, kami turun buat tolak rkuhp, aksi buat dpr ri. inget.",negatif
maspras1498,"Parlemen dengan logika antah berantah. Logikanya kira2 spt 'lu gua tonjok, ntar pasti ada orang lain yg kasihan dan bantuin lu.' #TolakRKUHP  @meulia

DPR: Gelandangan Didenda di RKUHP Agar Pemerintah Melindungi https://t.co/WBXrjdqYPA",negatif
Masdaud4,"Pantas saja selama ini kita masih memakai KUHP milik Belanda karena lihat saja sekalinya buat RKUHP Indonesia malah begitu isinya, tidak masuk akal.",negatif
masbenx,"Paket lengkap kpk yg lemah dengan revisi uu kpk, hukuman koruptor yg lebih ringan di rkuhp, dan koruptor lebih gampang bebas dgn ruu pemasyarakatan. 
Yak,
Order telah diterima. Jangan lupa bayar~ 😉",negatif
masadepanmunih,Pakar Digital: Cebong Kampret Bersatu Tolak RKUHP di Media Sosial https://t.co/924fXh0V3m via @OpapaciNews,negatif
Mas_Yori,"Pak/Bu @DPR_RI aku miara banyak burung, ayam, sering tak umbar di halaman tetangga. Pie nasibku nek RKUHP Sido disahkann 😰😰 #SemarangMelawan #DemokrasiDikorupsi #TolakRUUKUHP https://t.co/vWcOQpqVA7",negatif
mas_sugi,"Pak, rakyat gak butuh video kaya gini pak, rakyat butuh ketegasan bapak untuk menghukum perusaahaan yang melakukan pembakaran di Sumatera dan Kalimantan. Juga jangan lupa Pak, tolak substansi RKUHp, jangan cuma ditunda. https://t.co/FAtr2LRwVc",negatif
mas_prasetiyo,"pak, menunda pekerjaan itu ga baik, itu rkuhp mending langsung ditolak aja.",negatif
mas_amirr,"Pak, baca hashtag nya juga, itu tolak RKUHP bukan RUU KPK 🤣🤣🤣 https://t.co/Ty35gesEP5",negatif
Martinus_Setyo,"Pak presiden @jokowi, tolak RKUHP sekarang juga #TolakRKUHP",negatif
marmaleid,Pak @mohmahfudmd tlong bisikin ke pak @jokowi RKUHP diTolak bukan ditunda dan RUUKPK dikeluarkan Perpu untuk membatalkannya.. suwun https://t.co/oOcje4TaCT,negatif
marley_ajat,"Pak @jokowi menjadi pembangkang terhadap partai-partai pendukung anda tidak akan membuat anda mati! Jangan gadaikan akal sehat, tolak RKUHP dan anda akan dikenang.",negatif
marissaputri,Pak @jokowi daripada mengesahkan RKUHP mending sahkan aku sama Hendery @WayV_official #TolakRKUHP #HidupMahasiswa,negatif
mariohulu2017,"Pak @jokowi  klo seperti ini namanya bukan NAPI ... klo napi boleh cuti jalan2 ke mall,, tindakan kejahatan akan meningkat,, mereka akan berfikir ""halah ntar juga boleh ambil cuti"" akan bnyk orang yg melakukan tindakan kriminal..

Tolak RKUHP yg sprti ini pak. https://t.co/EyNTADPdI6",negatif
MarioChalderone,"Pak @hotmanParis coba dong pak jelasin kalo misal RKUHP ini jadi di sahkan dampaknya apa, biar temen2 saya yang apatis bisa sadar. Saya capek jelasin, mereka gak percaya soalnya sy bkn orang hukum

#HidupMahasiswa 
#TolakRUUKUHP
#MahasiswaBergerak
#MosiTidakPercaya
#STMmelawan",negatif
MariawanDede,"Pagi ini, dpt kabar mhs Undana juga lakukan aksi tolak RKUHP. Ingat, harus tertib saat menyampaikan aspirasi kalian. Hidup mhs https://t.co/0utLxwHEPS",negatif
mariaelgaa,"padahal surat yg beredar pd tgl 23 September lalu, bahwa RKUHP dan RUU PKS tak masuk paripurna. kenapa tiba2 dadakan? #INDONESIADARURATKERUSAKANMORAL  #DPRKuTagihJanjimu #RUUPKSBukanSolusi #TolakRUUPKS #KAMMIMemanggil",negatif
margianta,Padahal mahasiswa turun ke jalan tolak RKUHP dan Undang-undang lainnya. Ini malah nyebar isu dibilang suruh pak Jokowi mundur. Enak bener ya nunggangin perjuangan orang. Bangsatnya memang keterlaluan!😊,negatif
mardhiyags,"Pada tanggal 23 september 2019! Aksi TOLAK RKUHP DAN REVISI UU KPK! 
Lokasi : purwokerto
#Aksipurwokerto 
#kosongkankelas #KosongkanKampus #SaatnyaPeoplePower https://t.co/Wd7ZGerK2S",negatif
MarcellusYudit,"pada banyak cincong. aparat lah mahasiswa lah stm lah dibahas2 mulu. ngerti jg pada engga esensi rkuhp dll. ikut2an doang comment2 video sok pd suci. kek kontol. kalo cuma liat dari 1 sisi mah, alasan thanos ilangin setengah semesta juga bagus. goblok.",negatif
mara_hendra,Otomatis akan entry into force. So kalo mau demo harus dua ke DPR dan istana. Ini sepemahaman gue ya cmiiw. Trus gue juga ga paham kenapa pada bilang DPR goblok kan RUU bisa di prakarsai 2 sisi eksekutif dan legislatif. RKUHP yang prakarsai kan eksekutif 😅,negatif
mappifhui,"Other ppl's timeline : mahasiswa bergerak, tolak RKUHP

My timeline : ENTAH APA YANG MERASUKIMU",negatif
manusiajktmerah,"orasinya disampein di sana aja, bahasa tuntutannya juga semua sama normatifnya pengen RKUHP di cancel

yang penting DPR GOBLOK kontennya https://t.co/glqvN6srdw",negatif
manggarlintang,"Orang mana juga yg mau RKUHP disahkan? Bahkan kayaknya orang bodoh pun tahu deh kalau RKUHP itu yg katanya prolegnas usulan pemerintah itu bobrok abiz, seakan akan teori hukum pidana dari awal sampai selesai diubah total, klu udah kek gitu mending ttp aja di KUHP Belanda!",negatif
MamatAlkatiri,one of the many reasons why rkuhp harus ditolak 🤡🤡 https://t.co/9Sex1hQpVe,negatif
mailnasution_,"O gt. 🤔

RUU P-KS yang disegera disahkan, sisanya ditolak lho. RUU lain dan RKUHP. 

Gw tinggal sih kalo ada yg dukung TOLAK RUU P-KS DAN SEMUA RUU DAN KRKUHP. https://t.co/ywh2WH7t9Z",negatif
maidina__,"Nyoh pak, sahke wae RKUHP @DPR_RI, insyaallah gedungmu diduduki lagi sama mahasiswa. Mungkin wes waktune panjenengan pensiyun tho, daripada ora iso denger aspirasi rakyat lagi. #ReformasiDikorupsi #SemuaBisaKena #TolakRUUKUHP https://t.co/uoKlgcmTYS",negatif
Mahyani20,"Nyatanya KUHP produk kolonial masih lebih terhormat dr RKUHP produk DPR sekarang. Amdaikan DPR ada dr zaman dahulu, mungkin akan lebih bajingan dr kolonialisme yg kita kenal sekarang.
#TolakRUUKUHP 
#DPR",negatif
Mahesa_Murti,NUMPANG TENAR ? NGAPAIN IKUT AK-SI TOLAK REVISI UU KPK &amp; RKUHP ! https://t.co/zBvzW1G6h0 lewat @YouTube,negatif
MAdhimastya,no offense but RKUHP ditolak presiden actually sucks. https://t.co/NMEWdWmb5E,negatif
madfinger101,NO OFFENSE BUT RKUHP DITOLAK PRESIDEN ACTUALLY SUCKS!!!,negatif
M_KhairulA,"ni orang bikin kesel bgt ya kapan lengser sih oh iya 30 sept... Dialog dengan Mahasiswa, Fahri: RKUHP Karya Anak Bangsa, Kok Ditolak? - ... https://t.co/Nl2jRpVFHh via @YouTube",negatif
luqyqy,"Ngebet RKUHP disahkan, katanya semangat dekolonialisasi. Yang penting dekolonialisasi dari produk Belanda, gakpapa dijajah sama produk hukum buatan dalam negeri.",negatif
luqmanul_hakeem,"Ngebedain Di-Tunda dan Di-tolak aja keknya susah.
Udah seneng2 aja setelah dibilang PENGESAHAN RKUHP DITUNDA.
.
.
.
Puja Lord Jokowi.",negatif
Lupiyaaaaa,"ngapain ngga nentang nya dari sebelum di dah in bangsat, ngapain koar nya baru sekarang waktu presiden mjnta tunda RKUHP, wah sedeng ni orang",negatif
luk18man,"Nek RKUHP kabeh kwi sido disahke, ketok e pasal 278 Iki sing gampang banget menjerat aku lan keluargaku. Lha piye no, omah nang ndeso, pitik akeh tur nek awan ora dikandang malah diculke bebas dolan teko ngendi2 lho.
Hasss ra mashookkk!!!
#TolakRUUKUHP #TolakRevisiUUKPK #savekpk https://t.co/cKMmU9cSgf",negatif
luigymy,"Nek Alasan utama mahasiswa menolak RKUHP, 

Aku dukung, aku yo ngerti prasaan mu dek #TolakRUUKUHP https://t.co/WV1ZaCmFn3",negatif
lucaiueo,"Ndasmu lah. Harusnya malah di batalkan. Gelo
Fahri Hamzah: Saya Kecewa RKUHP Ditunda https://t.co/Mca4KHG0yI",negatif
ltvantehyng,"ncam Kebebasan Pers, Komunitas Pers Indonesia Ramai-ramai Tolak RKUHP https://t.co/qkUraEsKqO #HidupMahasiswa
Ketua BEM UGM
#JokowiMendengarRakyat
Fahri Hamzah
Dian Sastro",negatif
LpmHayamwuruk,"Narasi2 goblok kaya gini nih yg bikin seolah2 semua kesalahan ada di DPR. Yg bikin seolah2 Presiden &amp; pemerintah itu adalah korban manuver anggota parlemen.

Pdhl RKUHP ini dibahas &amp; disetujui bersama antara parlemen &amp; pemerintah. Dan yg usulin ya pemerintah sendiri jg. Tolol. https://t.co/Qkqt2GTIhW",negatif
LoyalisGrab,"Nantinya warga indonesia bakal banyak dan sering keluar masuk penjara karena dampak RKUHP yg lucu. 
Tapi tenang sobat +62, untuk mengatasi kebosanan kalian dipenjara nantinya, pemerintah dan DPR sudah mengantisipasinya dengan hal ini...

#TolakRKUHP https://t.co/eMk8TjMsNs",negatif
lndomiegorenq,"Nah sekian keluh kesah gue soal #RKUHP yang begitu ngawurnya cuma mau diliat kinerja dpr udah sebaik apa. Kayak gini, kita harus satukan suara. Supaya batal disahkan. Supaya gue dan kalian masih bisa berketik kritis agar Indonesia bisa lebih baik #ReformasiDikorupsi #TolakRKUHP",negatif
Lizahra_PGA,nah iya sekarang mak gua yg kemarin pendukung no 2 sekarang malah nuduh nuduh jokowi biang dibalik kericuhan ini masa bilangnya jokowi MENYETUJUI rkuhp trs gua ngotot bilang beliau cuma minta ditunda hadeh 😒 maklum mainannya di facebook https://t.co/tDgA2ipLwR,negatif
liza_farihah,"Nah itulah kenapa kita tolak RKUHP... Karna bakal bnyak pasal karetnya... Mending kalau karet gelang, bisa buat slepet burung... https://t.co/iijM9QtMJ7",negatif
livymaulins,"nah gini kalau pemimpin sifat nya gak tegas ! loyo kek gitu kata orang yg di deketnya harus gitu. ya pasti ia ia aja krn kagak ngerti. tidak punya prinsip.

udh tau salah rkuhp nya masih di tunda. dasar wongdeso !

nikmatin aja istidrajmu wahai rezim zmnnow

#RezimButuhDuit",negatif
LiviaTann,"Nah gimana nih bapak bapak DPR? Nanti malah kurang belayan loh wkwk🤣🤣 @dpr

#TolakRKUHP #RKUHP https://t.co/wq5IvHECH0",negatif
liviaisnoraa,"nah gaes jadi makin kuat alasan kenapa kita kudu tolak rkuhp karena kalo ga boleh keluar malem, kita gabisa nonton sixtones besok.",negatif
lintastrimatra,"mungkin pemerintah bikin rkuhp bareng sama ruu kpk biar yg ditunda rkuhp trs ruu kpknya tetep jalan. pas mahasiswa mau demo lagi udah cape trs bilang ""yaudalahyaa masi mending ada yg gagal satu"" trs mereka korupsi deh horee",negatif
liloier,"Mulai dari Elemen masyarakat dan Mahasiswa Menuntut Perppu ttg UU KPK Oleh Presiden,Hahaha Apa Urgensi nya Presiden Terbitkan Perppu 🤦,Harus nya Ke DPR krn Itu Inisiatif Legislatif.Demo Soal RKUHP sdh jelas di tolak dan Ptesiden - DPR sepakat tdk ada Pengesahan..👍 https://t.co/J8wonPchWu",negatif
lightart06,MU udah paling bener demo tolak RKUHP aja biar lebih bermanfaat.,negatif
lies_elviana,"Monyet2 oligarki 2014-2019 sedang merenggang nyawa 

Mereka kirim aksi mahasiswa bayaran berkedok tolak RKUHP dan bela KPK https://t.co/QOAZLjpSmw",negatif
liemay088,Mon maap yak dari kemarin aku spam ritwitan mengenai tolak RKUHP/RUUKPK.,negatif
liaaa_mg,"Misal aku jadi Presiden RI 
-Cabut RUU KPK 
- TOLAK RKUHP 
- TOLAK RUU PERTANAHAN 
- TOLAK RUU MINERBA 
- TOLAK RUU KETENAGAKERJAAN
- REVISI UU TIPIKOR dimuat Hukuman Paling kejam untuk koruptor 
- Sahkan RUU PKS
- REFORMASI KEPOLISIAN 
WOOYY BANGUN UDAH SIANG 
MIMPI MULU LU. 
-",negatif
letmeloveyou28,"Minta RKUHP Tunda Disahkan, Jokowi Kelabu dan Tipu Rakyat https://t.co/iWUADwBI6s https://t.co/HhitvMdEs5",negatif
leslyles,"Minggu ini adalah Minggu tersulit untuk masyarakat Indonesia!
Hari ini pimpinan DPR akan membahas mengenai RKUHP dan besok ( Selasa, 24 September 2019 ) adalah pengambilan keputusan terhadap RKUHP!!! #TolakRKUHP #tolakrkuhpngawur",negatif
lensiarisa,"Mhs : "" tolak RKUHP!""
Partai anu : ""Lanjutkan!"" 
🤣🤣🤣🤣🤣🤣 https://t.co/vUfd4YmeFu",negatif
lengkoasgeprek,"Mewakili perasaanku.
Harusnya cabut aja.
Kl di tunda takut ada sequel,utk di munculin lagi sesuai kebutuhan 😁
#DONASIMASKER
#DONASIMASKER

 https://t.co/UyRlTlosaO",negatif
leminerallee,"Merupakan sebuah kemunduran bila RKUHP disahkan pak @jokowi 
#TolakRKUHP",negatif
Lattepia,"Menurut kalian tanggapan terkait demonstrasi Mahasiswa tolak RKUHP bagaimana? Respon para netizen semua?
#MahasiswaBergerak 
#MahasiswaHarusBelaRakyat 
#MAHASISWABERSATU 
#stmmahasiswabersatu 
#STMBersamaMahasiswa 
#kamis https://t.co/Wtl6YjO8If",negatif
lalilulelolilei,"Mengutip pernyataan Presiden Mahasiswa UI semalam

""Baik Pemerintah maupun Oposisi sama saja, semuanya ingin mengesahkan RKUHP""

Berarti disini bukan hanya pemerintah yang terlibat, Tapi emang ini semua permainan elit-elit politik yang pada GOBLOK yang hanya mementingkan dirinya.",negatif
L_Besaar,Menanti pergerakan buzzer Jkw setelah pengumuman RKUHP ditunda,negatif
KwangVatar91,"Memang RKUHP hrus di tolakk.
Tpi kalau demo rusuh aku sih tetep bisa bilang mahasiswanya goblok.
Tpi goblok pun tetep mahasiswa..",negatif
kuinginmarah,"Mau kuhp dibuat belanda mau rkuhp dikatakan karya anak bangsa kata fahri hamzah. Tetap aja tolol
Bukan masalah yg buat tapi isinya jangan liatin ketololan kalian.",negatif
Kucingtertawa,"Mau jadi apa negara ini kalo sampe RKUHP disahkan?? Bisa""semua org terjerat kriminal, sedangkan para koruptor di luar sana bisa bebas melenggang tanpa takut terjerat hukum. Ini bener"" udh ga logis, bisa""kita kembali ke zaman OrBa #SemuaBisaKena #TolakRKUHP",negatif
kucingdestroyer,"Mau ditunda berapa lama pun, selama RKUHP belum berlandaskan hak asasi manusia, saya masih tetap dan akan selalu khwatir...",negatif
krobilianto,"Massa Demonstrasi yang turun hari ini adalah mereka yang :
A. Tolak RKUHP, Tarik UU KPK, Tunda RUU Pemasyarakatan, #DemokrasiDikorupsi
B. Tunda RKUHP, Tarik UU KPK, Tolak RUU P-KS, Kecewa DPR &amp; Presiden,... https://t.co/dnev5y34WS",negatif
KPP_PRD,"Masalah RKUHP ini kayak cuma akal2annya DPR biar keliatan kerja dan bikin produk, even keliatannya macam gak pake otak ya! #TolakRKUHP",negatif
kokotandi,MANA NIH YANG DULU SERING DEMO ATAS NAMA TUHAN PALING HEBOH TAPI KOK GAADA SUARANYA SEKARANG SOAL RKUHP AYO DONG ALUMNI MASA KALIAN HANYA DIEM SAJA #TolakRKUHP,negatif
koesandri,"Malang tolak RKUHP
#gejayanmemangil
#malang
#aksimahasiswa
#mahasiswaturunkejalan
#gerakanmahasiswa https://t.co/h4TXFZRqrS",negatif
